base name:
rabbitmq-log-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_create_resource_step.smt2

query path:
dbg/rabbitmq-log-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_create_resource_step.smt2/orig.smt2

trace path:
dbg/rabbitmq-log-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_create_resource_step.smt2/traces/rename.7482608532762354548

10129 unknown

verus procedure:
Function-Def rabbitmq_controller::rabbitmq_controller::proof::liveness::resource_match::lemma_from_after_get_resource_step_to_after_create_resource_step
controller_examples/rabbitmq_controller/proof/liveness/resource_match.rs:506

traced instantiations:
QID                                                                                    T    P0    P1    P2
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...       203     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       203     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.vol...       203     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...       203     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       203     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...       203     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.service.ServicePor...       202     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.con...       202     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.VolumeMo...       202     0     0     0
user_vstd__map__axiom_map_insert_different_6                                         201     3     3     5
internal_rabbitmq_controller!kubernetes_cluster.spec.network.types.NetworkS...       201     3     2     2
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__4...       200     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__4...       200     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       199     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.config_map.ConfigM...       199     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__container__Prob...       199     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       198     0     0     0
internal_rabbitmq_controller!vstd_ext.string_view.int_to_string_view.?_pre_...       198     0     0     0
prelude_add                                                                          196    10     9    10
prelude_has_type_strslice                                                            196     0     0     0
internal_rabbitmq_controller__temporal_logic__defs__TempPred_box_axiom_defi...       195    25    25    25
prelude_box_unbox_strslice                                                           194     0     0     0
internal_rabbitmq_controller!state_machine.state_machine.impl&__0.next_resu...       192
- [root]                                                                              41     6     6     5
- user_rabbitmq_controller__state_machine__state_machine__StateMachine__next_...     151     0     0     0
user_vstd__multiset__axiom_multiset_sub_21                                           190     5     5     5
internal_rabbitmq_controller__kubernetes_api_objects__spec__stateful_set__S...       190     2     2     2
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       189     0     0     0
internal_rabbitmq_controller!temporal_logic.defs.impl&__1.new.?_definition           184    17    17    17
internal_rabbitmq_controller!temporal_logic.defs.impl&__1.new.?_pre_post_de...       184     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.controller.types.Contr...       183     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.VolumeMo...       182     0     0     0
mariposa_qid_233                                                                     182
- [root]                                                                              37     1     1     1
- user_rabbitmq_controller__kubernetes_cluster__spec__cluster__Cluster__pendi...     145     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.controller.types.Contr...       181     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.vol...       180     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.vol...       180     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.VolumeView....       180     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.vol...       180     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.controller.types.Contr...       177     0     0     0
internal_rabbitmq_controller__reconciler__spec__io__RequestView_unbox_axiom...       177     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.controller.types.Contr...       173     1     2     1
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       172     0     0     1
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.ty...       171     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.VolumeView....       170     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.secret.SecretView....       170     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.types.ApiSe...       170     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...       169     5     6     5
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...       169     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.received_msg_d...       168     4     4     2
internal_rabbitmq_controller__kubernetes_api_objects__spec__common__Kind_bo...       166    13    13    13
internal_rabbitmq_controller!kubernetes_cluster.spec.external_api.types.Ext...       166     1     1     1
mariposa_qid_271                                                                     166    18    18    18
internal_rabbitmq_controller!kubernetes_api_objects.spec.stateful_set.State...       163     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       163     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       163     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.object_meta.impl&_...       162     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.object_meta.impl&_...       162     8     8     8
internal_rabbitmq_controller!kubernetes_api_objects.spec.common.ObjectRef./...       161     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__secret__SecretV...       161     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__container__Cont...       160     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.APIRequ...       160     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       160     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__cluster__Cluster_un...       158     5     5     5
internal_rabbitmq_controller__kubernetes_cluster__spec__message__HostId_box...       158     7     8     6
internal_rabbitmq_controller!kubernetes_api_objects.spec.persistent_volume_...       157     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster_state_machine....       157     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__service__Servic...       156     5     4     4
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       156     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.own...       154     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.resp_...       154     5     5     5
internal_rabbitmq_controller!kubernetes_cluster.spec.external_api.types.Ext...       153     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__secret__SecretV...       153     5     4     5
prelude_box_unbox_int                                                                153     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__external_api__types...       153     0     0     0
prelude_has_type_int                                                                 151     3     3     3
internal_vstd!seq.Seq.len.?_pre_post_definition                                      151     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__persistent_volu...       150     0     0     0
mariposa_qid_209                                                                     150     2     4     2
internal_rabbitmq_controller!kubernetes_api_objects.spec.object_meta.impl&_...       150     8     8     8
internal_rabbitmq_controller!kubernetes_api_objects.spec.object_meta.impl&_...       150     0     0     0
mariposa_qid_210                                                                     149     3     3     3
mariposa_qid_267                                                                     149    10     7    16
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       147     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       147     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       147     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       145     0     0     0
internal_rabbitmq_controller__rabbitmq_controller__trusted__spec_types__Rab...       145     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       145     0     0     0
internal_rabbitmq_controller__rabbitmq_controller__trusted__spec_types__Rab...       145     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       145     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.SecretProje...       145     0     0     0
user_vstd__set__axiom_set_remove_different_71                                        145     3     3     3
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       145     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.ConfigMapPr...       144     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__volume__ConfigM...       144     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__volume__ConfigM...       144     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__volume__SecretP...       144     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__volume__SecretP...       144     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__persistent_volu...       144     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__controller__types__...       143     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__builtin_controllers...       141     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__container__Prob...       141     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster.Cluster./Clust...       141     3     2     2
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       140     0     0     0
internal_rabbitmq_controller__rabbitmq_controller__trusted__step__RabbitmqR...       138     7     6     6
internal_vstd__map__Map<rabbitmq_controller!kubernetes_api_objects.spec.com...       136     0     0     0
internal_vstd__map__Map<rabbitmq_controller!kubernetes_api_objects.spec.com...       136     0     0     0
internal_rabbitmq_controller!state_machine.action.ActionResult./Enabled/1_a...       136     7     8     7
internal_rabbitmq_controller!kubernetes_api_objects.spec.object_meta.impl&_...       134     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.object_meta.impl&_...       134     9     9     9
internal_rabbitmq_controller!kubernetes_cluster.spec.controller.types.Ongoi...       132     2     2     3
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Cre...       131    13    13    12
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       131     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       131     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       131     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       131     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       131     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       131     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       131     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       131     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__cluster_state_machi...       131     1     1     1
internal_rabbitmq_controller__kubernetes_api_objects__spec__container__Cont...       129     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       128     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       128     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       128     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       128     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       128     0     0     0
